village,district,state
Kungrusa,Baramula,JAMMU & KASHMIR
Pakhwara,Baramula,JAMMU & KASHMIR
Hunru,Baramula,JAMMU & KASHMIR
Now Pora Hamal,Baramula,JAMMU & KASHMIR
Markote,Baramula,JAMMU & KASHMIR
Hamam,Baramula,JAMMU & KASHMIR
Duni Wari,Baramula,JAMMU & KASHMIR
Kitar Daji,Baramula,JAMMU & KASHMIR
Dazna,Baramula,JAMMU & KASHMIR
Ahanger Pora,Baramula,JAMMU & KASHMIR
Tanga Mula,Baramula,JAMMU & KASHMIR
Pazwal Pora,Baramula,JAMMU & KASHMIR
Chatusa,Baramula,JAMMU & KASHMIR
Satrina,Baramula,JAMMU & KASHMIR
Seen ,Baramula,JAMMU & KASHMIR
Sheka Pora,Baramula,JAMMU & KASHMIR
Fagi Pora,Baramula,JAMMU & KASHMIR
Nakhi Pora Bata Pora,Baramula,JAMMU & KASHMIR
Panzala Gund Bal,Baramula,JAMMU & KASHMIR
Huma Dub,Baramula,JAMMU & KASHMIR
Balhama Thakan Pora,Baramula,JAMMU & KASHMIR
Ludhu Lodura,Baramula,JAMMU & KASHMIR
Syal Kot,Baramula,JAMMU & KASHMIR
Kitru Nari Bal,Baramula,JAMMU & KASHMIR
Ladi Angan,Baramula,JAMMU & KASHMIR
Braman,Baramula,JAMMU & KASHMIR
Gali Bal,Baramula,JAMMU & KASHMIR
Khah Moh,Baramula,JAMMU & KASHMIR
Brana Dab,Baramula,JAMMU & KASHMIR
Patusa,Baramula,JAMMU & KASHMIR
Khushi Pora,Baramula,JAMMU & KASHMIR
Wan Pora,Baramula,JAMMU & KASHMIR
Dachan Pora,Baramula,JAMMU & KASHMIR
Bata Pora Najar,Baramula,JAMMU & KASHMIR
Ruhama ,Baramula,JAMMU & KASHMIR
Sare Para Budan ,Baramula,JAMMU & KASHMIR
Chij Hama,Baramula,JAMMU & KASHMIR
Logriwal Pora,Baramula,JAMMU & KASHMIR
Trega Pora,Baramula,JAMMU & KASHMIR
Shoga Pora,Baramula,JAMMU & KASHMIR
Feroz Pora,Baramula,JAMMU & KASHMIR
Ludura,Baramula,JAMMU & KASHMIR
Kartar Garh,Baramula,JAMMU & KASHMIR
Achha Bal ,Baramula,JAMMU & KASHMIR
Choti Pora,Baramula,JAMMU & KASHMIR
Forest Block,Baramula,JAMMU & KASHMIR
Pattan,Baramula,JAMMU & KASHMIR
Pochanag,Baramula,JAMMU & KASHMIR
Bochu,Baramula,JAMMU & KASHMIR
Taper Wari Pora,Baramula,JAMMU & KASHMIR
Wanigam Bala,Baramula,JAMMU & KASHMIR
Malik Pora,Baramula,JAMMU & KASHMIR
Khamsiyar,Baramula,JAMMU & KASHMIR
Pal Pora ,Baramula,JAMMU & KASHMIR
Hamray (Hamari),Baramula,JAMMU & KASHMIR
Indir Gam,Baramula,JAMMU & KASHMIR
Loli Pora,Baramula,JAMMU & KASHMIR
Gund Chander Hama,Baramula,JAMMU & KASHMIR
Chaku,Baramula,JAMMU & KASHMIR
Sultan Pora Khai,Baramula,JAMMU & KASHMIR
Gosha Bugh,Baramula,JAMMU & KASHMIR
Aglar,Baramula,JAMMU & KASHMIR
Usan Khai,Baramula,JAMMU & KASHMIR
Chander Hama,Baramula,JAMMU & KASHMIR
Palhallan,Baramula,JAMMU & KASHMIR
Paki Pora,Baramula,JAMMU & KASHMIR
Nelopher (Nilah),Baramula,JAMMU & KASHMIR
Wani Gam Pain,Baramula,JAMMU & KASHMIR
Chandera Seer,Baramula,JAMMU & KASHMIR
Behram Pora Kun Gandara,Baramula,JAMMU & KASHMIR
Tilagam,Baramula,JAMMU & KASHMIR
Dard Pora,Baramula,JAMMU & KASHMIR
Gundari Pora,Baramula,JAMMU & KASHMIR
Wahi Gund,Baramula,JAMMU & KASHMIR
Mohammad Pora,Baramula,JAMMU & KASHMIR
Wailu Kral Pora,Baramula,JAMMU & KASHMIR
Baba Khi Pora,Baramula,JAMMU & KASHMIR
Shuch Pal Pora,Baramula,JAMMU & KASHMIR
Gadwani,Baramula,JAMMU & KASHMIR
Khargam,Baramula,JAMMU & KASHMIR
Daragam,Baramula,JAMMU & KASHMIR
Rasri Pora,Baramula,JAMMU & KASHMIR
Harhand Pora,Baramula,JAMMU & KASHMIR
Nihal Pora,Baramula,JAMMU & KASHMIR
Pattan,Baramula,JAMMU & KASHMIR
Khushal Pora (Rakhi Buran),Baramula,JAMMU & KASHMIR
Sudrabal,Baramula,JAMMU & KASHMIR
Khusrag Pora (Amma - Buran),Baramula,JAMMU & KASHMIR
Gund Ibrahim,Baramula,JAMMU & KASHMIR
Rakh Dosli Pora,Baramula,JAMMU & KASHMIR
Dusli Pora,Baramula,JAMMU & KASHMIR
Mati Pora,Baramula,JAMMU & KASHMIR
Singh Pora,Baramula,JAMMU & KASHMIR
Hara Treth (Singh Pora),Baramula,JAMMU & KASHMIR
Khanpeth,Baramula,JAMMU & KASHMIR
Harnara,Baramula,JAMMU & KASHMIR
Bali Haran,Baramula,JAMMU & KASHMIR
Dewarya Khman Pora,Baramula,JAMMU & KASHMIR
Mira Gund ,Baramula,JAMMU & KASHMIR
Merchamer (Abraq Pora ),Baramula,JAMMU & KASHMIR
Aram Pora,Baramula,JAMMU & KASHMIR
Habaq Tangoo,Baramula,JAMMU & KASHMIR
Bodi Bug,Baramula,JAMMU & KASHMIR
Archander Hama,Baramula,JAMMU & KASHMIR
Qasba Malmoh,Baramula,JAMMU & KASHMIR
Gund Khawja Kasim,Baramula,JAMMU & KASHMIR
Chana Bal,Baramula,JAMMU & KASHMIR
Hussan Abad (Kanter Bug),Baramula,JAMMU & KASHMIR
Maharaj Pora (Kungam Dara),Baramula,JAMMU & KASHMIR
Hanji Wera,Baramula,JAMMU & KASHMIR
Sheer Abad (Khore),Baramula,JAMMU & KASHMIR
Nowlari,Baramula,JAMMU & KASHMIR
Sheer Pora Bangil,Baramula,JAMMU & KASHMIR
Siri Wara Pora ,Baramula,JAMMU & KASHMIR
Seriguo Danger Pora,Baramula,JAMMU & KASHMIR
Chukar ,Baramula,JAMMU & KASHMIR
Dilshad Pora (Donadara),Baramula,JAMMU & KASHMIR
Bahram Pora,Baramula,JAMMU & KASHMIR
Biyawa (Rahmal Pora),Baramula,JAMMU & KASHMIR
Chack Charat Ram,Baramula,JAMMU & KASHMIR
Ochli Pora,Baramula,JAMMU & KASHMIR
Rawan Pora,Baramula,JAMMU & KASHMIR
Kati Bug (Gowhar Pora),Baramula,JAMMU & KASHMIR
Paris Pora (Chack Narain Dass),Baramula,JAMMU & KASHMIR
Nangir Pora Mughama,Baramula,JAMMU & KASHMIR
Krishama,Baramula,JAMMU & KASHMIR
Yal,Baramula,JAMMU & KASHMIR
Sonim,Baramula,JAMMU & KASHMIR
Kanlu,Baramula,JAMMU & KASHMIR
Mamoosa,Baramula,JAMMU & KASHMIR
Utikoo,Baramula,JAMMU & KASHMIR
Tantry Pora,Baramula,JAMMU & KASHMIR
Goom Ahmad Pora,Baramula,JAMMU & KASHMIR
Tunj  Haran,Baramula,JAMMU & KASHMIR
Dildar Pora (Chichloora),Baramula,JAMMU & KASHMIR
Mala Buchan,Baramula,JAMMU & KASHMIR
Agar Kallan,Baramula,JAMMU & KASHMIR
Goigam,Baramula,JAMMU & KASHMIR
Burzala,Baramula,JAMMU & KASHMIR
Roshan Abad (Pinroo),Baramula,JAMMU & KASHMIR
Wari Pora Bangil,Baramula,JAMMU & KASHMIR
Tara Hama,Baramula,JAMMU & KASHMIR
Baramulla,Baramula,JAMMU & KASHMIR
Kalander Pora (Wankeri),Baramula,JAMMU & KASHMIR
Shitlu,Baramula,JAMMU & KASHMIR
Maqbool Abad (Ohlitra),Baramula,JAMMU & KASHMIR
Sherwani Abad (Bener Kahdura),Baramula,JAMMU & KASHMIR
Nawgam,Baramula,JAMMU & KASHMIR
Sadi Pora,Baramula,JAMMU & KASHMIR
Naid Hal,Baramula,JAMMU & KASHMIR
Chaklu,Baramula,JAMMU & KASHMIR
Puna Cheter,Baramula,JAMMU & KASHMIR
Jahama,Baramula,JAMMU & KASHMIR
Dilna,Baramula,JAMMU & KASHMIR
Khusual Pora (Chinar Bitchri Gund),Baramula,JAMMU & KASHMIR
Nowpora Jagir,Baramula,JAMMU & KASHMIR
Singh Pora Kalan,Baramula,JAMMU & KASHMIR
Khai Tangan,Baramula,JAMMU & KASHMIR
Katian Wali,Baramula,JAMMU & KASHMIR
Gohan Lari Jungle,Baramula,JAMMU & KASHMIR
Heewen,Baramula,JAMMU & KASHMIR
Sheern Abad (Sheri Narawaw),Baramula,JAMMU & KASHMIR
Jalsheri,Baramula,JAMMU & KASHMIR
Haji Bal,Baramula,JAMMU & KASHMIR
Khadaniar,Baramula,JAMMU & KASHMIR
Jagiyar,Baramula,JAMMU & KASHMIR
Zamzam Pora (Zanda Foran),Baramula,JAMMU & KASHMIR
Kitcha Hama,Baramula,JAMMU & KASHMIR
Gantamulla Pain,Baramula,JAMMU & KASHMIR
Gantamulla Bala,Baramula,JAMMU & KASHMIR
Bada Mulla,Baramula,JAMMU & KASHMIR
Fatehgadh,Baramula,JAMMU & KASHMIR
Mirher,Baramula,JAMMU & KASHMIR
Latifabad (Khuda Pora),Baramula,JAMMU & KASHMIR
Wahdat Pora (Huda Pora),Baramula,JAMMU & KASHMIR
Weri Nar,Baramula,JAMMU & KASHMIR
Bulbul Abad (Kawahar),Baramula,JAMMU & KASHMIR
Nowrang (Naraderi),Baramula,JAMMU & KASHMIR
Mala Pora,Baramula,JAMMU & KASHMIR
Odura,Baramula,JAMMU & KASHMIR
Gulistan (Hardukhel),Baramula,JAMMU & KASHMIR
Nambalan,Baramula,JAMMU & KASHMIR
Tari Pora Wansaran,Baramula,JAMMU & KASHMIR
Danger Pora,Baramula,JAMMU & KASHMIR
Lal Pora (Lara Dura),Baramula,JAMMU & KASHMIR
Fateh Pora (OG),Baramula,JAMMU & KASHMIR
Kanis Pora (OG),Baramula,JAMMU & KASHMIR
Gotiyar (OG),Baramula,JAMMU & KASHMIR
Frastahar (OG),Baramula,JAMMU & KASHMIR
Takia Sultan (OG),Baramula,JAMMU & KASHMIR
Kreeri,Baramula,JAMMU & KASHMIR
Reshi Pora (Othura),Baramula,JAMMU & KASHMIR
Salusa,Baramula,JAMMU & KASHMIR
Chanda Kot,Baramula,JAMMU & KASHMIR
Karewa Kreri,Baramula,JAMMU & KASHMIR
Kreri,Baramula,JAMMU & KASHMIR
Doli Pora,Baramula,JAMMU & KASHMIR
Wari Pora Pain,Baramula,JAMMU & KASHMIR
Khise Pora,Baramula,JAMMU & KASHMIR
Sachi Pora,Baramula,JAMMU & KASHMIR
Thindama,Baramula,JAMMU & KASHMIR
Hail Jagir,Baramula,JAMMU & KASHMIR
Wizar,Baramula,JAMMU & KASHMIR
Dawlat Pora (Dom Pora Donga Dara),Baramula,JAMMU & KASHMIR
Wagura,Baramula,JAMMU & KASHMIR
Jahangir Pora (Shalaqa Wara),Baramula,JAMMU & KASHMIR
Naji But,Baramula,JAMMU & KASHMIR
Chandusa,Baramula,JAMMU & KASHMIR
Wulraman ,Baramula,JAMMU & KASHMIR
Mahmood Abad ( Frasta Dub),Baramula,JAMMU & KASHMIR
Hafiz Abad (Wagela),Baramula,JAMMU & KASHMIR
Mana Gam ,Baramula,JAMMU & KASHMIR
Durahama,Baramula,JAMMU & KASHMIR
Watra Gam,Baramula,JAMMU & KASHMIR
Wari Pora Bala,Baramula,JAMMU & KASHMIR
Frasta Har Tillagam,Baramula,JAMMU & KASHMIR
Burza Washan,Baramula,JAMMU & KASHMIR
Sheikh Pora,Baramula,JAMMU & KASHMIR
Tangwari Bala,Baramula,JAMMU & KASHMIR
Tangwari Pain,Baramula,JAMMU & KASHMIR
Darahu Frasta Wari,Baramula,JAMMU & KASHMIR
Kachumuqam,Baramula,JAMMU & KASHMIR
Shera Pora Gugaran,Baramula,JAMMU & KASHMIR
Shumlaran,Baramula,JAMMU & KASHMIR
Raj Pora Thandakasi,Baramula,JAMMU & KASHMIR
Murantanguari,Baramula,JAMMU & KASHMIR
Wahidana,Baramula,JAMMU & KASHMIR
Kalantra Pain,Baramula,JAMMU & KASHMIR
Kakuthal,Baramula,JAMMU & KASHMIR
Kalantra Bala,Baramula,JAMMU & KASHMIR
Dundamoh,Baramula,JAMMU & KASHMIR
Kohlina,Baramula,JAMMU & KASHMIR
Bandi Pain,Baramula,JAMMU & KASHMIR
Sulta Pora Kandi,Baramula,JAMMU & KASHMIR
Duda Bug,Baramula,JAMMU & KASHMIR
Nalasar (Nilser),Baramula,JAMMU & KASHMIR
Nowgam Kandi,Baramula,JAMMU & KASHMIR
Takia Yousuf Shah,Baramula,JAMMU & KASHMIR
Bandi Bala,Baramula,JAMMU & KASHMIR
Nagbal,Baramula,JAMMU & KASHMIR
Forest Block,Baramula,JAMMU & KASHMIR
Uri,Baramula,JAMMU & KASHMIR
Darah Gutliyan,Baramula,JAMMU & KASHMIR
Dhani Saidan,Baramula,JAMMU & KASHMIR
Zamboor Pattan,Baramula,JAMMU & KASHMIR
Chollan Kalsan,Baramula,JAMMU & KASHMIR
Paran Pilan,Baramula,JAMMU & KASHMIR
Dachi,Baramula,JAMMU & KASHMIR
Basgran,Baramula,JAMMU & KASHMIR
Sultan Daki ,Baramula,JAMMU & KASHMIR
 Bandi,Baramula,JAMMU & KASHMIR
Chapper,Baramula,JAMMU & KASHMIR
Shadara,Baramula,JAMMU & KASHMIR
Kandi Barjala,Baramula,JAMMU & KASHMIR
Hardu Kamal Koote ,Baramula,JAMMU & KASHMIR
Nalai,Baramula,JAMMU & KASHMIR
Barn  Bat,Baramula,JAMMU & KASHMIR
Addosa,Baramula,JAMMU & KASHMIR
Ashniji,Baramula,JAMMU & KASHMIR
Feelan,Baramula,JAMMU & KASHMIR
Dobang,Baramula,JAMMU & KASHMIR
Gikote,Baramula,JAMMU & KASHMIR
Moriyan,Baramula,JAMMU & KASHMIR
Gavalata,Baramula,JAMMU & KASHMIR
Chakra,Baramula,JAMMU & KASHMIR
Isham,Baramula,JAMMU & KASHMIR
Dulanja,Baramula,JAMMU & KASHMIR
Dardkote,Baramula,JAMMU & KASHMIR
Ramgal,Baramula,JAMMU & KASHMIR
Nawa Rundan,Baramula,JAMMU & KASHMIR
Salam Abad  ,Baramula,JAMMU & KASHMIR
Now Pora,Baramula,JAMMU & KASHMIR
Jablah,Baramula,JAMMU & KASHMIR
Gohallan ,Baramula,JAMMU & KASHMIR
Badan,Baramula,JAMMU & KASHMIR
Sukhdar,Baramula,JAMMU & KASHMIR
Uri,Baramula,JAMMU & KASHMIR
Balgran,Baramula,JAMMU & KASHMIR
Churanda,Baramula,JAMMU & KASHMIR
Tulwari,Baramula,JAMMU & KASHMIR
Salli Koot,Baramula,JAMMU & KASHMIR
Thajal,Baramula,JAMMU & KASHMIR
Bal Koote,Baramula,JAMMU & KASHMIR
Hathlanga,Baramula,JAMMU & KASHMIR
Said Pura,Baramula,JAMMU & KASHMIR
Sahoora,Baramula,JAMMU & KASHMIR
Nambla ,Baramula,JAMMU & KASHMIR
Ghar Kote,Baramula,JAMMU & KASHMIR
Dwaran,Baramula,JAMMU & KASHMIR
Gingal,Baramula,JAMMU & KASHMIR
Boniyar,Baramula,JAMMU & KASHMIR
Mayan,Baramula,JAMMU & KASHMIR
Kathal Hil Patribal,Baramula,JAMMU & KASHMIR
Muqam Piran,Baramula,JAMMU & KASHMIR
Brari Pora,Baramula,JAMMU & KASHMIR
Biji Hama,Baramula,JAMMU & KASHMIR
Sheerwani Pora (Lachi Pora),Baramula,JAMMU & KASHMIR
Bagnah Noor Khah,Baramula,JAMMU & KASHMIR
Salamabad Dachhna,Baramula,JAMMU & KASHMIR
Limber,Baramula,JAMMU & KASHMIR
Pahli Pora,Baramula,JAMMU & KASHMIR
Bimyar,Baramula,JAMMU & KASHMIR
Ijara,Baramula,JAMMU & KASHMIR
Nagnari,Baramula,JAMMU & KASHMIR
Manj Gram,Baramula,JAMMU & KASHMIR
Peernian,Baramula,JAMMU & KASHMIR
Zehem Pora,Baramula,JAMMU & KASHMIR
Girda Nawah,Baramula,JAMMU & KASHMIR
Hundi Noweshera,Baramula,JAMMU & KASHMIR
Wari Khah,Baramula,JAMMU & KASHMIR
Pringal,Baramula,JAMMU & KASHMIR
Chahal,Baramula,JAMMU & KASHMIR
Aithshm Pora (Theth Mulla Kallan),Baramula,JAMMU & KASHMIR
Azad Pora (Theth Mulla Khurd),Baramula,JAMMU & KASHMIR
Now Gram,Baramula,JAMMU & KASHMIR
Ram Poor,Baramula,JAMMU & KASHMIR
Kenchan,Baramula,JAMMU & KASHMIR
Niloosa,Baramula,JAMMU & KASHMIR
Bandi Brahmanan,Baramula,JAMMU & KASHMIR
Manchi Krand,Baramula,JAMMU & KASHMIR
Mahura,Baramula,JAMMU & KASHMIR
Uranbowa,Baramula,JAMMU & KASHMIR
Boniyar,Baramula,JAMMU & KASHMIR
Javind,Baramula,JAMMU & KASHMIR
Shala Dajan,Baramula,JAMMU & KASHMIR
Bernate,Baramula,JAMMU & KASHMIR
Batangi,Baramula,JAMMU & KASHMIR
Hilad Peernian,Baramula,JAMMU & KASHMIR
Ladi,Baramula,JAMMU & KASHMIR
Bila Salamabad,Baramula,JAMMU & KASHMIR
Pran Kutran,Baramula,JAMMU & KASHMIR
Bichi,Baramula,JAMMU & KASHMIR
Banali,Baramula,JAMMU & KASHMIR
Tirkanjan,Baramula,JAMMU & KASHMIR
Dara Kujan,Baramula,JAMMU & KASHMIR
Dudaran,Baramula,JAMMU & KASHMIR
Maidanan,Baramula,JAMMU & KASHMIR
Salasan,Baramula,JAMMU & KASHMIR
Bardian,Baramula,JAMMU & KASHMIR
Jabdi,Baramula,JAMMU & KASHMIR
Gagar Hal,Baramula,JAMMU & KASHMIR
Chotali,Baramula,JAMMU & KASHMIR
Forest Block,Baramula,JAMMU & KASHMIR
Tangmarg ,Baramula,JAMMU & KASHMIR
Harnow Kawachak,Baramula,JAMMU & KASHMIR
Shera Pora Telagam,Baramula,JAMMU & KASHMIR
Mughal Pora,Baramula,JAMMU & KASHMIR
Khai Pora Payin,Baramula,JAMMU & KASHMIR
Gulbrag (Tetran),Baramula,JAMMU & KASHMIR
Khai Pora Bala,Baramula,JAMMU & KASHMIR
Bassni Pora ,Baramula,JAMMU & KASHMIR
Gul Badan (Watal Pora),Baramula,JAMMU & KASHMIR
Nadir Gund,Baramula,JAMMU & KASHMIR
Kharnipora,Baramula,JAMMU & KASHMIR
Kanhama,Baramula,JAMMU & KASHMIR
Hoom,Baramula,JAMMU & KASHMIR
Tantripora,Baramula,JAMMU & KASHMIR
Bata Pora Sagri ,Baramula,JAMMU & KASHMIR
Turka Batapora,Baramula,JAMMU & KASHMIR
Hardu Shuru,Baramula,JAMMU & KASHMIR
Meri Pora,Baramula,JAMMU & KASHMIR
Ati Pora Zikar,Baramula,JAMMU & KASHMIR
Rawat Pora,Baramula,JAMMU & KASHMIR
Khamander Pora,Baramula,JAMMU & KASHMIR
Zasapora,Baramula,JAMMU & KASHMIR
Kohlar,Baramula,JAMMU & KASHMIR
Pajwal Pora,Baramula,JAMMU & KASHMIR
Haipara,Baramula,JAMMU & KASHMIR
Darweshpora,Baramula,JAMMU & KASHMIR
Dewa Dragar ,Baramula,JAMMU & KASHMIR
Hajibal,Baramula,JAMMU & KASHMIR
Gulkhandan (Mulabangil),Baramula,JAMMU & KASHMIR
Gul Sawam (Hardu Ichlu),Baramula,JAMMU & KASHMIR
Ratni Pora Bala,Baramula,JAMMU & KASHMIR
Tokal Pora,Baramula,JAMMU & KASHMIR
Gulbakawali (Kothi Pora ),Baramula,JAMMU & KASHMIR
Gul Jafar (Bachi Pora),Baramula,JAMMU & KASHMIR
Sonli Pora,Baramula,JAMMU & KASHMIR
Hayat Pora,Baramula,JAMMU & KASHMIR
Pandit Pora Bala,Baramula,JAMMU & KASHMIR
Gound Magsud,Baramula,JAMMU & KASHMIR
Imbarzal Bag (Chandia Bug Nari Khar),Baramula,JAMMU & KASHMIR
Ranbir Pora ,Baramula,JAMMU & KASHMIR
Mala Pora Sangrama,Baramula,JAMMU & KASHMIR
Gul Neelofar ( Kralawat),Baramula,JAMMU & KASHMIR
Gul Afshan (Mulagam),Baramula,JAMMU & KASHMIR
Gul Nore(Awa Lawa),Baramula,JAMMU & KASHMIR
Dewa Bug,Baramula,JAMMU & KASHMIR
Hardu Bani,Baramula,JAMMU & KASHMIR
Takia Bata Pora,Baramula,JAMMU & KASHMIR
Mang Lara,Baramula,JAMMU & KASHMIR
Goni Pora,Baramula,JAMMU & KASHMIR
Taj Pora (Osan Bangil),Baramula,JAMMU & KASHMIR
Kech Mati Pora,Baramula,JAMMU & KASHMIR
Buna Gam,Baramula,JAMMU & KASHMIR
Ratni Pora Payin,Baramula,JAMMU & KASHMIR
Sharai,Baramula,JAMMU & KASHMIR
Hea Bag( Gokahama),Baramula,JAMMU & KASHMIR
Gulab Bagh (Reram),Baramula,JAMMU & KASHMIR
Kanwal Bag (Kunchi Pora),Baramula,JAMMU & KASHMIR
Marchi Pora,Baramula,JAMMU & KASHMIR
Hari Utnu,Baramula,JAMMU & KASHMIR
Gulrang (Gotli Pora),Baramula,JAMMU & KASHMIR
Gulrez (Khachi Pora),Baramula,JAMMU & KASHMIR
Hardu Madam,Baramula,JAMMU & KASHMIR
Gulshan (Budi Pora),Baramula,JAMMU & KASHMIR
Gulfam (Faja Pora),Baramula,JAMMU & KASHMIR
Wara Pora (Wawa Pora),Baramula,JAMMU & KASHMIR
Chak Mirza Jamadar,Baramula,JAMMU & KASHMIR
Batu,Baramula,JAMMU & KASHMIR
Gulrow (Zeran),Baramula,JAMMU & KASHMIR
Kata Pora,Baramula,JAMMU & KASHMIR
Feroz Pora (Gulmarg),Baramula,JAMMU & KASHMIR
Chak Than Chana Pora,Baramula,JAMMU & KASHMIR
Solinda,Baramula,JAMMU & KASHMIR
Kamu Pora,Baramula,JAMMU & KASHMIR
Chandi Lura,Baramula,JAMMU & KASHMIR
Badi Pora,Baramula,JAMMU & KASHMIR
Wahipora,Baramula,JAMMU & KASHMIR
Gulnar (Druru),Baramula,JAMMU & KASHMIR
Treran,Baramula,JAMMU & KASHMIR
Qasam Bag (Tumber Hama),Baramula,JAMMU & KASHMIR
Dara Hama,Baramula,JAMMU & KASHMIR
Kulhama,Baramula,JAMMU & KASHMIR
Pariswani,Baramula,JAMMU & KASHMIR
Nargis Bag (Chandil),Baramula,JAMMU & KASHMIR
Chandil (Wani Gam),Baramula,JAMMU & KASHMIR
Baharestan (Kawrahama),Baramula,JAMMU & KASHMIR
Ogmuna,Baramula,JAMMU & KASHMIR
Raj Pora( Heeng),Baramula,JAMMU & KASHMIR
Sumbal Bag (Hardu Aboora),Baramula,JAMMU & KASHMIR
Posh Bag (Khara Pora),Baramula,JAMMU & KASHMIR
Dewa Pora( Dard Pora),Baramula,JAMMU & KASHMIR
Haripora,Baramula,JAMMU & KASHMIR
Shah Pora (Gogal Dara),Baramula,JAMMU & KASHMIR
Sher Bag (Dara Kassi),Baramula,JAMMU & KASHMIR
Badra Kot,Baramula,JAMMU & KASHMIR
Lal Pora,Baramula,JAMMU & KASHMIR
Dhobiwan,Baramula,JAMMU & KASHMIR
Forest Block,Baramula,JAMMU & KASHMIR
Bandipore,Bandipore,JAMMU & KASHMIR
Gurez,Bandipore,JAMMU & KASHMIR
Gulshan Pora (Bagtor),Bandipore,JAMMU & KASHMIR
Nail Kanzalawan,Bandipore,JAMMU & KASHMIR
Korgbal,Bandipore,JAMMU & KASHMIR
Mastan Khopri,Bandipore,JAMMU & KASHMIR
Dawar,Bandipore,JAMMU & KASHMIR
Badwan Wanpora,Bandipore,JAMMU & KASHMIR
Khandyal,Bandipore,JAMMU & KASHMIR
Markoot,Bandipore,JAMMU & KASHMIR
Shah Pora (Achura Chowrwan),Bandipore,JAMMU & KASHMIR
Kilshi Pain,Bandipore,JAMMU & KASHMIR
Barnia,Bandipore,JAMMU & KASHMIR
Zadigi,Bandipore,JAMMU & KASHMIR
Dangi Thal,Bandipore,JAMMU & KASHMIR
Parana Talel,Bandipore,JAMMU & KASHMIR
Jurniyal,Bandipore,JAMMU & KASHMIR
Manz Gund,Bandipore,JAMMU & KASHMIR
Niru,Bandipore,JAMMU & KASHMIR
Wazirithal,Bandipore,JAMMU & KASHMIR
Badugam,Bandipore,JAMMU & KASHMIR
Saradab,Bandipore,JAMMU & KASHMIR
Buglindar,Bandipore,JAMMU & KASHMIR
Gund Gul Sheikh,Bandipore,JAMMU & KASHMIR
Husan Gam,Bandipore,JAMMU & KASHMIR
Malangam,Bandipore,JAMMU & KASHMIR
Baduab,Bandipore,JAMMU & KASHMIR
Gujran,Bandipore,JAMMU & KASHMIR
Abdullan,Bandipore,JAMMU & KASHMIR
Forest Block,Bandipore,JAMMU & KASHMIR
Bandipora,Bandipore,JAMMU & KASHMIR
Chhandaji,Bandipore,JAMMU & KASHMIR
Bana Koot,Bandipore,JAMMU & KASHMIR
Nagin Pora (Athwatu),Bandipore,JAMMU & KASHMIR
Rangin Pora (Veewan)),Bandipore,JAMMU & KASHMIR
Laldiad Pora (Labkachal),Bandipore,JAMMU & KASHMIR
Khurshi Pora (Bothu),Bandipore,JAMMU & KASHMIR
Shamthan,Bandipore,JAMMU & KASHMIR
Anayat Pora (Khar Pora ),Bandipore,JAMMU & KASHMIR
Chak Rashi Pora,Bandipore,JAMMU & KASHMIR
Ahmi Sharief,Bandipore,JAMMU & KASHMIR
Soner Wani,Bandipore,JAMMU & KASHMIR
Mantrigam,Bandipore,JAMMU & KASHMIR
Khayar,Bandipore,JAMMU & KASHMIR
Laway Pora (Kaloosa Nath Pora),Bandipore,JAMMU & KASHMIR
Phalwan Pora (Panzigam),Bandipore,JAMMU & KASHMIR
Sonagam (Onagam),Bandipore,JAMMU & KASHMIR
Murad Pora (Mangni Pora),Bandipore,JAMMU & KASHMIR
Quil Muqam,Bandipore,JAMMU & KASHMIR
Malangam,Bandipore,JAMMU & KASHMIR
Aloosa,Bandipore,JAMMU & KASHMIR
Ashtongu,Bandipore,JAMMU & KASHMIR
Kunas,Bandipore,JAMMU & KASHMIR
Qazipora Patushi,Bandipore,JAMMU & KASHMIR
Zurbaf Pora (Dachi Gam) (Wata Pora),Bandipore,JAMMU & KASHMIR
Konan Baba Gund,Bandipore,JAMMU & KASHMIR
Arin Dard Pora,Bandipore,JAMMU & KASHMIR
Sumlar Shok Baba,Bandipore,JAMMU & KASHMIR
Chonti Mula,Bandipore,JAMMU & KASHMIR
Kudara,Bandipore,JAMMU & KASHMIR
Takiya Ahmad Shah,Bandipore,JAMMU & KASHMIR
Gundpora Rampora,Bandipore,JAMMU & KASHMIR
Chak Arsala Khan,Bandipore,JAMMU & KASHMIR
Gund Qasar,Bandipore,JAMMU & KASHMIR
Gamroo,Bandipore,JAMMU & KASHMIR
Lawadora,Bandipore,JAMMU & KASHMIR
Nadihal,Bandipore,JAMMU & KASHMIR
Gund Dachhana,Bandipore,JAMMU & KASHMIR
Brar,Bandipore,JAMMU & KASHMIR
Chithi Bandi,Bandipore,JAMMU & KASHMIR
Aragam,Bandipore,JAMMU & KASHMIR
Garoora,Bandipore,JAMMU & KASHMIR
Forest Block,Bandipore,JAMMU & KASHMIR
Sonawari,Bandipore,JAMMU & KASHMIR
Gund Prang,Bandipore,JAMMU & KASHMIR
Madwan ,Bandipore,JAMMU & KASHMIR
Siri Hari Karan Gund,Bandipore,JAMMU & KASHMIR
Shah Gund,Bandipore,JAMMU & KASHMIR
Rakh Hajin ,Bandipore,JAMMU & KASHMIR
Sadhunara Hasti Khan ,Bandipore,JAMMU & KASHMIR
Sadrakote Pain ,Bandipore,JAMMU & KASHMIR
