news_id,article_id,article_title,date_prediction,event,event_type
1892,309,"Director I&C, MD SIDCO take stock of situation","[('2019-07-25', 'today')]","Director Industries and Commerce, Mahmood Ahmad Shah along with Managing Director SIDCO, Ravinder Kumar today visited Industrial Estate Khonmoh and took stock of the situation at a manufacturing unit which was gutted in a fire incident.",fire
1893,309,"Director I&C, MD SIDCO take stock of situation",[],a manufacturing unit which was gutted in a fire incident was completely gutted in a fire incident causing huge loss to the unit holder.,fire
1894,309,"Director I&C, MD SIDCO take stock of situation",[],a manufacturing unit which was gutted in a fire incident had a capacity to produce 72 lakh corrugated cardboard boxes per annum.,fire
1895,309,"Director I&C, MD SIDCO take stock of situation",[],"During visited, both the officers met with the local association of the unit holders.",fire
1896,309,"Director I&C, MD SIDCO take stock of situation",[],"While informing the local association of the unit holders about the previous fire accidents that took place at Industrial Estate Khonmoh, the unit holders requested both the officers to establish a fire and emergency service station in Industrial Estate Khonmoh.",fire
1897,310,"DC Sgr assesses damage, sanctions Rs 50 lakh for dedicated fire tender","[('2019-07-24', 'Wednesday')]",Deputy Commissioner Srinagar Dr Shahid Iqbal Choudhary Wednesday visited the Industrial Estate at Khonmoh to assess the damage from a fire incident that broke out at and gutted a manufacturing unit there.,fire
1898,310,"DC Sgr assesses damage, sanctions Rs 50 lakh for dedicated fire tender",[],Deputy Commissioner Srinagar Dr Shahid Iqbal Choudhary was informed that a manufacturing unit there was gutted in a fire incident that broke out at and gutted a manufacturing unit there.,fire
1899,310,"DC Sgr assesses damage, sanctions Rs 50 lakh for dedicated fire tender",[],Deputy Commissioner Srinagar Dr Shahid Iqbal Choudhary was informed that fire tenders had been pressed into service as soon as a fire incident that broke out at and gutted a manufacturing unit there had broken out.,fire
1900,311,Female suicide bomber kills six in attack on Mogadishu mayor’s office,[],"A suicide bomber has seriously injured the mayor of Somalia&#8217;s capital, Mogadishu, killing at least six other people, BBC reported.",suicide
1901,311,Female suicide bomber kills six in attack on Mogadishu mayor’s office,[],"A suicide bomber blew A suicide bomber up inside the office of the mayor of Somalia&#8217;s capital, Mogadishu during a security meeting.",suicide
1902,311,Female suicide bomber kills six in attack on Mogadishu mayor’s office,[],"Militant group al-Shabab says Militant group al-Shabab carried out blew, hoping to target the new UN special envoy [&#8230;]",suicide
1903,312,People protest against PDD,"[('2019-07-24', 'Wednesday')]",STATE TIMES NEWS BARI BRAHMANA: The residents of Jallo Chack area of Bari Brahmana on Wednesday staged a protest against the Power Development Department at Bari Brahmana.,protest
1904,312,People protest against PDD,[],The residents of Jallo Chack area of Bari Brahmana Jallo Chack area of Bari Brahmana staged protest against the Power Development Department and raised slogans against the officer [&#8230;],protest
1905,313,Two assault cases reported,"[('2019-07-24', 'Wednesday')]",STATE TIMES NEWS JAMMU: Two assault cases have been reported in city on Wednesday.,assault
1906,313,Two assault cases reported,[],"As per the details,&#160;&#160; Sahil Singh, resident of Ward No 13, Bishnah lodged a complaint with Bishnah Police that Sachin, Sukhi and Gande attacked him over an old dispute.",assault
1907,313,Two assault cases reported,[],Police has registered a case and started investigation.,assault
1908,313,Two assault cases reported,[],city Police has also [&#8230;],assault
1909,314,Mirwaiz to create awareness about women’s rights,[],"Members of the panel formed by Mutahida Majlisi-e-Ulema to create awareness about women’s rights and issues across Kashmir, held a meeting at Mirwaiz Manzil under the chairmanship of MMU patron Mirwaiz Umar Farooq.",violence
1910,314,Mirwaiz to create awareness about women’s rights,[],"Members from various NGO’s including women NGO ‘s who are part of the panel formed by Mutahida Majlisi-e-Ulema to create awareness about women’s rights and issues across Kashmir also participated in a meeting, putting forth Members from various NGO’s including women NGO ‘s who are part of the panel's suggestions.",violence
1911,314,Mirwaiz to create awareness about women’s rights,"[('2019-07-09', 'July 9, 2019')]","a meeting was convened as a follow-up to the earlier meeting held on July 9, 2019 , where issues regarding women’s property rights, domestic violence, and issues related to divorce and divorce's consequences on women were discussed in detail.",violence
1912,315,Horticulture to be made lucrative venture: Advisor Khan,"[('2019-07-26', 'today')]",Reviews CA storage facilities for horticulture crops Advisor to Governor Farooq Ahmad Khan today chaired a meeting here to take stock of controlled atmosphere storage facilities being provided to the fruit growers of the valley.,take
1913,316,PM pays tributes to soldiers on 20th anniversary of Kargil war,"[('2019-07-20', 'Saturday')]","New Delhi: Prime Minister Narendra Modi on Saturday paid tributes to soldiers who fought in the 1999 Kargil war, as the nation observed 20th anniversary of the 1999 Kargil war.",conflict
1914,316,PM pays tributes to soldiers on 20th anniversary of Kargil war,[],&#8220;I pray from Prime Minister Narendra Modi's heart for soldiers who fought in the 1999 Kargil war on Kargil Vijay Divas.,conflict
1915,316,PM pays tributes to soldiers on 20th anniversary of Kargil war,[],"20th anniversary of the conflict reminds us of the courage, bravery and [&#8230;]",conflict
1916,317,"Sorry mom, dad; Mumbai doctor writes in suicide note after torture by seniors",[],Srinagar: A young woman doctor wrote heart wrenching words to A young woman doctor's parents in A young woman doctor's suicide note after being “allegedly” harassed by seniors at A young woman doctor's workplace.,suicide
1917,317,"Sorry mom, dad; Mumbai doctor writes in suicide note after torture by seniors",[],"A young woman doctor, in her suicide note, revealed how the alleged “torture” by seniors became unbearable for A young woman doctor.",suicide
1918,317,"Sorry mom, dad; Mumbai doctor writes in suicide note after torture by seniors",[],“A young woman doctor’m really sorry her parents to take away A young woman doctor's life….,suicide
1919,317,"Sorry mom, dad; Mumbai doctor writes in suicide note after torture by seniors",[],[&#8230;],suicide
1920,318,Five J’khand men get life term in murder case,[],Hazaribag (J&#8217;khand): A court here has sentenced five men to life imprisonment in connection with a 2017 murder case.,murder
1921,318,Five J’khand men get life term in murder case,"[('2019-07-25', 'Thursday')]","Principal District and Sessions Judge Satyendra Kumar Singh on Thursday sentenced five men to life imprisonment for killing Sanjay Hembrom, a resident of Azati village.",murder
1922,318,Five J’khand men get life term in murder case,[],[&#8230;],murder
1923,319,Saudi king hosts 200 from Christchurch shootings for Hajj,[],Wellington: Aya Al-Umari said Aya Al-Umari feels like Aya Al-Umari's brother will be accompanying Aya Al-Umari and will constantly be in Aya Al-Umari's prayers when Aya Al-Umari travels to Mecca next month to take part in the annual Hajj pilgrimage.,take
1924,319,Saudi king hosts 200 from Christchurch shootings for Hajj,[],Aya Al-Umari is one of 200 relatives and survivors from the Christchurch mosque shootings who are traveling to Saudi Arabia as guests [&#8230;],take
1925,320,JKNC opposes UAPA Amendment Bill 2019,[],JKNC opposes UAPA Amendment Bill 2019.,conflict
1926,320,JKNC opposes UAPA Amendment Bill 2019,[],Proposed amendment in gross conflict with the fundamental right of life and personal liberty: Masoodi,conflict
1927,321,"4 school buses, 3 tippers seized in Kathua for violations",[],"STATE TIMES NEWS KATHUA: The Motor Vehicles Department Kathua has seized 4 school buses and 3 tippers, besides compounding scores of other vehicles for violation of various provisions of law.",violation
1928,321,"4 school buses, 3 tippers seized in Kathua for violations",[],"According to the The Motor Vehicles Department Kathua officials, a team led by Regional Transport Officer, Dr. Raj K. Thapa seized 4 school buses and 3 tippers during a massive three-day drive and [&#8230;]",violation
1929,322,Recruitment of local youth into militancy in J-K down by 40 per cent: Govt to RS,"[('2019-07-24', 'Wednesday')]","Recruitment of local youth into militant groups in the state is down by 40 per cent, while infiltration from across the border has been reduced by 43 per cent, Union Minister of State for Home G Kishan Reddy said on Wednesday.",down
1930,322,Recruitment of local youth into militancy in J-K down by 40 per cent: Govt to RS,[],"Replying to a written question in the Rajya Sabha, Union Minister of State for Home G Kishan Reddy said the security situation in Jammu and Kashmir has witnessed an improvement in the first half of this year over the corresponding period of 2018.",down
1931,323,Judicious use of water,[],"Executive Engineer, Public Health Engineering Water Works Division Srinagar has appealed the general public to use water judiciously.",offence
1932,323,Judicious use of water,[],"""The consumers using direct online boosters are appealed to stop this practice immediately for equal distribution of water supply in the area.",offence
1933,323,Judicious use of water,[],"this practice is an offence under Jammu & Kashmir State Water Resources Regulation and Management Act 2010 and the Department shall be forced to take action against all such offenders,"" he said.",offence
