article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
1546,2019-07-26T20:13:28.000Z,"Eastern Army Commander Lt General M M Naravane on Friday said that despite a “resounding defeat” in Kargil, Pakistan does not seem to have learnt Pakistan's lesson as Pakistan continues to indulge in ceasefire violations.",,"['Kargil', 'Pakistan']",2019-07-26,"[('2019-07-26', 'Friday')]",,
1551,2019-07-26T20:23:11.000Z,"A government teacher posted as warden in Kasturba Gandhi BalikaVikas Kendra, Dhargaloon, Mendhar washed away in flash flood on Friday, police said.","['Kasturba', 'Dhargaloon']",,2019-07-26,"[('2019-07-26', 'Friday')]",,
1552,2019-07-26T20:24:34.000Z,"Taking serious note of alleged unauthorized absence of Government Primary School BaniaWali teachers from Government Primary School BaniaWali teachers's duty for the last four days, the SDM Mendhar has asked the ZEO concerned to file a detailed report with the ZEO concerned's office at the earliest.",,,2019-07-26,[],,
1564,2019-07-27T01:30:00.000Z,"Speakers urge students to develop critical thinking, leadership skills Speakers on Friday urged the students to develop critical thinking and leadership skills for achieving the students's goals and dreams as there is competition at every level.",,,2019-07-27,"[('2019-07-26', 'Friday')]",,
1565,2019-07-27T01:30:00.000Z,"Policy says health-promoting activities on decline in JK Amid steep rise in drug addiction cases, the health care institutions in Kashmir are ‘insensitive’ towards substance abuse disorders in terms of identification and treatment which is impeding an early intervention.",['Kashmir'],,,[],,
1573,2019-07-27T01:30:00.000Z,"On the 26th day of the ongoing Amarnath Yatra, at least 5,745 pilgrims paid obeisance at the cave shrine in south Kashmir Himalays.",['Kashmir Himalays'],,2019-07-27,[],,
1573,2019-07-27T01:30:00.000Z,"Till date 3,14,584 patris had the darshan at the cave shrine in south Kashmir Himalays.",['Kashmir Himalays'],,,[],,
1574,2019-07-27T01:30:00.000Z,The Unlawful Activities Prevention Tribunal will hold sittings at Srinagar on August 2 and 3 in the Court Room of FC Revenue at DC officer Srinagar to decide on the declaration of Jamaat-e-Islami (JeI) as an unlawful association.,,,2019-08-02,"[('2019-08-02', 'August 2'), ('2019-08-03', '3')]",,
1575,2019-07-27T01:30:00.000Z,Pakistan was buying the vaccines from India despite the chill in bilateral ties.,,"['India', 'Pakistan']",,[],,
1575,2019-07-27T01:30:00.000Z,"the vaccines the vaccines have been imported by Pakistan from India due to lack of manufacturing capacity in India, according to a media report.",,"['India', 'Pakistan']",,[],,
1576,2019-07-27T01:30:00.000Z,The government will organize a meet with Ambassadors of different countries at New Delhi in an effort to remove the travel advisories.,,['New Delhi'],,[],,
1576,2019-07-27T01:30:00.000Z,organize was decided in a meeting today.,,,2019-07-27,"[('2019-07-27', 'today')]",,
1576,2019-07-27T01:30:00.000Z,a meeting today also decided to launch a campaign to promote state as an ideal and safe tourist destination.,,,2019-07-27,"[('2019-07-27', 'today')]",,
1582,2019-07-27T01:30:00.000Z,"Parents appeal for help to seek treatment For want of finances, treatment of an obese teenager—weighing more than two hundred kilogram has been halted for past four years.",,,2019-07-27,[],,
1592,2019-07-27T01:30:00.000Z,"Calls for early release of central grants Advisor to Governor, K. K. Sharma today met Girish Chandra Murmu, Secretary Expenditure, Union Ministry of Finance, here.",,,2019-07-27,"[('2019-07-27', 'today')]",,
1595,2019-07-27T03:38:51.000Z,Two militants were killed in a brief encounter with the security forces in south Kashmir’s Shopian town on Saturday morning.,"['Shopian', 'Kashmir']",['Shopian'],2019-07-27,"[('2019-07-27', 'Saturday morning')]",,
1598,2019-07-27T04:31:16.000Z,"Three members of a family, including a couple, allegedly committed suicide inside Three members of a family, including a couple's flat located in IIT-Delhi campus, police said on Friday.",,,2019-07-27,"[('2019-07-26', 'Friday')]",,
1605,2019-07-27T05:47:38.000Z,The Srinagar-Sonamarg-Gumri road stretch of 434 Km long Srinagar-Leh highway will remain closed for traffic movement today for necessary repairs.,,"['Gumri', 'Sonamarg', 'Srinagar']",2019-07-27,"[('2019-07-27', 'today')]",,
1609,2019-07-27T06:37:25.000Z,"An 82-year-old woman died and An 82-year-old woman's son got seriously injured after a landslide triggered by heavy showers hit their mud house in Jammu and Kashmir’s Doda district Saturday, officials said.",['Kashmir'],['Jammu and Kashmir'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1611,2019-07-27T07:03:52.000Z,"A Jaish-e-Muhammad commander from Pakistan who was responsible for blasts in Arihal Pulwama and Banihal was among two militants killed in a gunfight with the security forces in Shopian on Saturday, police said.","['Arihal', 'Shopian', 'Jaish - e-Muhammad']","['Banihal', 'Arihal Pulwama', 'Shopian', 'Pakistan']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1616,2019-07-27T07:21:45.000Z,Top JeM commander among 2 militants killed in Shopian encounter.,['Shopian'],,,[],,
1616,2019-07-27T07:21:45.000Z,"Srinagar, Jul 27: 2 militants were killed on Saturday in an encounter with security forces in Jammu and Shopian, police said.",['Shopian'],,2019-07-27,"[('2019-07-27', 'Jul 27'), ('2019-07-27', 'Saturday')]",,
1618,2019-07-27T07:25:36.000Z,"Mother killed, son injured as landslide hits house In Doda.",,['Doda'],,[],,
1618,2019-07-27T07:25:36.000Z,"Doda, July 27: landslide hit house In Doda on Saturday, killing Mother while son was seriously injured, official sources said.",,,2019-07-27,"[('2019-07-27', 'July 27'), ('2019-07-27', 'Saturday')]",,
1629,2019-07-27T07:38:07.000Z,The Jammu-Srinagar national highway was closed for traffic on Saturday after shooting stones and mudslides hit The Jammu-Srinagar national highway at several places in Ramban district of Jammu and Kashmir.,"['Jammu - Srinagar', 'Kashmir']",['Jammu and Kashmir'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1637,2019-07-27T08:10:13.000Z,A Village Defence Committee (VDC) member allegedly attempted suicide in Ramban district of Jammu and Kashmir.,['Kashmir'],['Jammu and Kashmir'],,[],,
1644,2019-07-27T08:31:41.000Z,Over 100 sheep and goats perished after a cloudburst hit the upper reaches of Tral in south Kashmir’s Pulwama district last night.,['Kashmir'],['Pulwama'],,"[('2019-07-26', 'last night')]",,
1662,2019-07-27T09:43:49.000Z,"At least eight persons were killed and around 60 injured in the Philippines after a series of earthquakes struck the northern Batanes islands in the early hours of Saturday, authorities said.",['Batanes'],['Philippines'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1664,2019-07-27T10:05:58.000Z,"Two vehicles were hit by shooting stones near Battery Cheshma on the Jammu-Srinagar national highway in Ramban district of Jammu and Kashmir on Saturday, officials said.","['Jammu - Srinagar', 'Cheshma', 'Kashmir']",['Jammu'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1666,2019-07-27T10:10:00.000Z,An army man was killed in cross-LoC firing in Machil sector of north Kupwara district on Saturday.,"['Kupwara', 'Machil']","['Kupwara', 'Machil']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1666,2019-07-27T10:10:00.000Z,Official sources said that Pakistani forces attacked army's posts in Machil sector of north Kupwara district today morning.,"['Kupwara', 'Machil']","['Kupwara', 'Machil']",2019-07-27,"[('2019-07-27', 'today morning')]",,
1671,2019-07-27T11:15:00.000Z,"Top Jaish-e-Mohammed commander Munna Lahori from Pakistan was killed on Saturday along with Top Jaish-e-Mohammed commander Munna Lahori from Pakistan's local associate in an encounter with forces south Kashmir's Shopian district, police said.","['Shopian', 'Kashmir']",['Pakistan'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1671,2019-07-27T11:15:00.000Z,"Top Jaish-e-Mohammed commander Munna Lahori from Pakistan was responsible for a series of civilian killings in Kashmir's, police said.",['Kashmir'],['Pakistan'],,[],,
1678,2019-07-27T11:55:00.000Z,"Veteran journalist and former president of Press Council of India, Rahul Jalali died in Delhi on Saturday.",,['Delhi'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1693,2019-07-27T13:56:15.000Z,"The mercury in Jammu and Kashmir marked a sharp dip on Saturday as intermittent rains lashed wide parts of Jammu for the third consecutive day, disrupting traffic on the Jammu-Srinagar national highway and claiming the life of an elderly woman, officials said.","['Jammu - Srinagar', 'Kashmir']","['Jammu', 'Kashmir', 'Srinagar']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1702,2019-07-27T16:02:00.000Z,US aerospace major Boeing on Saturday handed over the first four of the 22 Apache attack helicopters to the Indian Air Force while another batch of four choppers will be delivered next week.,,['US'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1717,2019-07-27T18:32:42.000Z,Lahore: Ramiz Raja late on Friday expressed Ramiz Raja's disappointment over Amir's announcement to retire from Test cricketretire .,,,2019-07-27,"[('2019-07-26', 'Friday')]",,
1724,2019-07-27T18:35:37.000Z,"France won't scrap tax on tech giants, despite Trump threats.",,['France'],,[],,
1724,2019-07-27T18:35:37.000Z,"Paris, Jul 27 (AP) — France is pushing ahead with a landmark tax on tech giants like Google and Facebook — despite Trump's threats of retaliatory tariffs on French wine.",,"['Paris', 'France']",2019-07-27,"[('2019-07-27', 'Jul 27')]",,
1725,2019-07-27T18:36:19.000Z,"DEHRADUN, JULY 27: Advisor Sharma JULY 27 attended 36th GST council meeting via video conference which was held under the chairmanship of Union Finance Minister, Nirmala Sitharaman.",['DEHRADUN'],,2019-07-27,[],,
1726,2019-07-27T18:36:44.000Z,"Kashmir Images is an English language daily newspaper published from Srinagar (J&K), India.",['Kashmir'],"['J&K', 'India', 'Srinagar']",,[],,
1726,2019-07-27T18:36:44.000Z,Kashmir Images is one of the largest circulated English dailies of Kashmir and Kashmir Images's hard copies reach every nook and corner of Kashmir Valley besides Jammu and Ladakh region.,"['Ladakh', 'Kashmir', 'Kashmir Images']",,,[],,
1731,2019-07-27T18:38:37.000Z,Shameema Firdous expresses sorrow over fire incident in Habbakadal.,['Habbakadal'],,,[],,
1731,2019-07-27T18:38:37.000Z,"Srinagar, 27 July 2019: Jammu and Kashmir National Conference on Saturday expressed deep sorrow over the losses to people in a major incident of conflagration in HabbakadalSrinagar.","['HabbakadalSrinagar', 'Kashmir']",,2019-07-27,"[('2019-07-27', '27 July 2019'), ('2019-07-27', 'Saturday')]",,
1734,2019-07-27T18:40:31.000Z,"SRINAGAR, JULY 27: Shahid Anayatullah, Secretary Revenue, met Governor at the Raj Bhavan here JULY 27.",['Raj Bhavan'],,2019-07-27,[],,
1740,2019-07-27T18:42:38.000Z,CJ Gita Mittal attends Skill Development prog at Harwan.,['Harwan'],['Harwan'],,[],,
1740,2019-07-27T18:42:38.000Z,"SRINAGAR, JULY 27: CJ Gita Mittal JULY 27 attended Skill Development Programme at Observation Home at HarwanSRINAGAR.",,,2019-07-27,[],,
1741,2019-07-27T18:45:16.000Z,"Governor visits SKUAST-K. Inaugurates Habba Khatoon PG Girls Hostel, Block-B of the Faculty of Horticulture",,['SKUAST - K.'],,[],,
1745,2019-07-27T19:00:01.000Z,VDC member shoots self in Ramban.,,['Ramban'],,[],,
1745,2019-07-27T19:00:01.000Z,"Banihal, Jul 27: VDC member allegedly attempted suicide in Ramban, police said.",,,2019-07-27,"[('2019-07-27', 'Jul 27')]",,
1749,2019-07-27T19:05:36.000Z,National Conference and Communist Party of India (Marxist) Saturday expressed concerns over the Right to Information (Amendment) Bill.,,,2019-07-27,"[('2019-07-27', 'Saturday')]",,
1755,2019-07-27T19:09:19.000Z,Mehbooba slams Centre for additional troop deployment in Kashmir.,['Kashmir'],,,[],,
1755,2019-07-27T19:09:19.000Z,Says Centre needs to ‘rethink and overhaul Centre's Kashmir policy’,['Kashmir'],,,[],,
1761,2019-07-27T19:11:12.000Z,2 militants killed in encounter in Shopian.,['Shopian'],['Shopian'],,[],,
1761,2019-07-27T19:11:12.000Z,"Shopian, Jul 27: 2 militants, were killed on Saturday in encounter in Shopian, police said.",['Shopian'],['Shopian'],2019-07-27,"[('2019-07-27', 'Jul 27'), ('2019-07-27', 'Saturday')]",,
1769,2019-07-27T19:18:06.000Z,Two militants were killed in a gunfight with security forces here in south Kashmir on Saturday morning.,['south Kashmir'],,2019-07-27,"[('2019-07-27', 'Saturday morning')]",,
1769,2019-07-27T19:18:06.000Z,"a gunfight with security forces was the first encounter in Shopian town, one of south Kashmir's nerve centres for apple trade, in the past 11 years.","['Kashmir', 'Shopian']",['Shopian'],,[],,
1770,2019-07-27T19:20:41.000Z,"Reacting sharply on deployment of additional 100 companies of forces in Jammu and Kashmir, chairman of Peoples Conference SajadGani Lone on Saturday said that “Delhi is stretching adventurism to unacceptable limits.”",['Kashmir'],"['Jammu', 'Delhi', 'Kashmir']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1771,2019-07-27T19:22:24.000Z,Senior Congress leader and former Sadr-e- Riyasat of Jammu and Kashmir Dr Karan Singh on Saturday advised the Government of India to tread a cautious path on Articles 35A and 370.,['Kashmir'],['Jammu and Kashmir'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1772,2019-07-27T19:24:18.000Z,Bharatiya Janata Party (BJP) national vice-president and former chief minister of Madhya Pradesh Shivraj Singh Chauhan Saturday said that as of now Bharatiya Janata Party (BJP) has no plan to see Article 35 A scrapped as Article 35’s sub-judice.,,['Madhya Pradesh'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
1773,2019-07-27T19:28:23.000Z,"J&K Police on Saturday said that 100 new companies of paramilitary forces, which have been cleared for deployment in Kashmir, were not an addition to the existing security grid, but replacement for equal strength of the forces, on way out from the Valley.",['Kashmir'],,2019-07-27,"[('2019-07-27', 'Saturday')]",,
1774,2019-07-27T19:28:42.000Z,"Panic has gripped Kashmir after Union Ministry of Home Affairs (MHA) ordered deployment of 10,000 additional paramilitary force personnel to Kashmir for “maintaining law and order situations” and “strengthening counter-insurgency grid”.",['Kashmir'],,,[],,
1777,2019-07-27T19:32:55.000Z,"Unidentified militants attacked Pakistani security forces in the tribal North Waziristan district and the restive Balochistan province on Saturday, killing 10 soldiers, including an officer.","['North Waziristan', 'Balochistan province']","['Balochistan', 'North Waziristan']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1778,2019-07-27T19:33:49.000Z,"Jammu and Kashmir administration on Saturday ordered transfers and postings of 10 police officers, replacing senior superintendents of police (SSPs) in four districts of Kishtwar, Reasi, Doda and Samba in Jammu region.",['Kashmir'],"['Reasi', 'Doda', 'Samba', 'Jammu', 'Jammu and Kashmir']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1779,2019-07-27T19:34:36.000Z,Prime Minister NarendraModi on Saturday said the Kargil war of 1999 had changed the world’s perception about India.,,['India'],1999-01-01,"[('2019-07-27', 'Saturday')]",,
1780,2019-07-27T19:35:00.000Z,"Jammu and Kashmir administration on Saturday ordered transfers and postings of 10 police officers, replacing senior superintendents of police (SSPs) in four districts of Kishtwar, Reasi, Doda and Samba in Jammu region.",['Kashmir'],"['Reasi', 'Doda', 'Samba', 'Jammu', 'Jammu and Kashmir']",2019-07-27,"[('2019-07-27', 'Saturday')]",,
1788,2019-07-27T19:38:37.000Z,"A Village Defence Committee (VDC) member attempted suicide by shooting A Village Defence Committee (VDC) member with a 303 rifle in Ramban district on Saturday, police said.",,['Ramban'],2019-07-27,"[('2019-07-27', 'Saturday')]",,
